epoch,train_total_loss,train_data_loss,train_mono_loss,train_pde_loss,val_RMSE,val_R2,val_MAE
21,0.00014370064794396362,0.00011570873903110623,0.0,1.3995955517505838e-06,0.007770624127296601,0.9772163334703894,0.006077046329910691
22,0.0001421044701904369,0.00011611390558149044,0.0,1.2995281319187295e-06,0.00757993511569619,0.9783208231974321,0.005916983426154197
23,0.00013751348402972022,0.00011092834271645795,0.0,1.3292571831395132e-06,0.007523423622464754,0.9786428723287672,0.005861785363506626
24,0.00013679504384829974,0.00011232882388867438,0.0,1.2233109032422362e-06,0.007463828543266616,0.9789798834455008,0.005808184141511316
25,0.000131149524046729,0.00010852427173328276,0.0,1.1312625929349451e-06,0.007519415438385601,0.9786656227414431,0.005856047074000041
26,0.00012645025102150007,0.00010612482462117138,0.0,1.0162712176982798e-06,0.007430279907117877,0.9791684224425057,0.005778808314521033
27,0.00012442783918231726,0.00010494437447050586,0.0,9.741733227504785e-07,0.007347218805431664,0.979631560455816,0.005706819462346601
28,0.00012358145128625134,0.00010360314748443973,0.0,9.989152355653157e-07,0.007378369146488249,0.9794584803065604,0.005732276418187597
29,0.00011979808914475143,0.00010138356932050858,0.0,9.207259381582844e-07,0.007387575292980402,0.9794071881543577,0.005738617197887317
30,0.00011678003041500536,9.93712201307062e-05,0.0,8.704405066358353e-07,0.007290864263792714,0.9799428216219894,0.0056529621014723905
31,0.00011429133155616,9.788873406553951e-05,0.0,8.201299219005401e-07,0.007188507904185882,0.9805020334820248,0.005565876359338159
32,0.00011083656378711264,9.527475291785474e-05,0.0,7.780906135697782e-07,0.007145696504536239,0.9807335835063734,0.0055292957537883035
33,0.00011168607670697384,9.522855058700468e-05,0.0,8.228763780001221e-07,0.007070332325070147,0.9811378382099392,0.005464995363811115
34,0.00010908444528467953,9.271641101804562e-05,0.0,8.184017398586244e-07,0.007117865995236191,0.980883365971701,0.00550136399698687
35,0.00010651462556173404,9.031215328529167e-05,0.0,8.101236706655376e-07,0.007130316285959547,0.9808164313572347,0.0055068943414602195
36,0.00010736041561661598,9.256257908418775e-05,0.0,7.398918171475088e-07,0.007218271899739147,0.9803402366699174,0.0055861724121076565
37,0.00010582372124190442,9.109630749056426e-05,0.0,7.363707747269169e-07,0.0070576201499749315,0.981205604061871,0.005443676232217668
38,0.00010091200359359694,8.810662499551351e-05,0.0,6.402688844294365e-07,0.007043929501940482,0.9812784495499538,0.005429028525008811
39,9.963795067354415e-05,8.778833216638304e-05,0.0,5.924808969363463e-07,0.006952602376640723,0.98176076595772,0.005352652421942702
40,9.782401806054016e-05,8.591166988480836e-05,0.0,5.956174125761512e-07,0.006905378400509531,0.98200769621923,0.005310349636249714
41,9.69155832232597e-05,8.565632742829621e-05,0.0,5.629627774321003e-07,0.0069280400673237446,0.9818894102655226,0.005328157866323316
42,9.616991519578733e-05,8.447319487459026e-05,0.0,5.8483600658595e-07,0.00693734300637149,0.9818407399838849,0.005332818842148996
43,9.367521852254868e-05,8.249015930535582e-05,0.0,5.592529911761327e-07,0.007059637852693722,0.981194856267667,0.005430194574433404
44,9.57189380036046e-05,8.388068696755606e-05,0.0,5.919125053803024e-07,0.006963700515730957,0.9817024904793529,0.005342866252134512
45,9.335110977796528e-05,8.192646782845259e-05,0.0,5.712320690539249e-07,0.0068287434265887305,0.9824048326428196,0.0052338893617595635
46,9.191248075997767e-05,8.119076179961364e-05,0.0,5.360858542265609e-07,0.006873756609093438,0.9821721031932886,0.005262888900868528
47,9.080332286733513e-05,7.932124087043728e-05,0.0,5.741041017396734e-07,0.0068715312019841665,0.9821836450351632,0.0052612955505783494
48,8.963114184249814e-05,7.98105926757368e-05,0.0,4.910274687593604e-07,0.006749615653365638,0.9828102366570437,0.005159234678423083
49,8.597245323471725e-05,7.66560624470003e-05,0.0,4.658195630706056e-07,0.006776170077872682,0.9826747142183531,0.00517694678929475
50,8.585822918879178e-05,7.67501442169305e-05,0.0,4.554041813283523e-07,0.006781304952741197,0.9826484466126192,0.005177785415907164
51,8.591080647117148e-05,7.686431975647186e-05,0.0,4.52324258048975e-07,0.006768240523286306,0.9827152390029577,0.00516380060900439
52,8.508571287772308e-05,7.618168213715155e-05,0.0,4.4520158818765293e-07,0.00663908526166708,0.9833686193646505,0.005064442888036504
53,8.470455577480607e-05,7.59006361477077e-05,0.0,4.401959567227702e-07,0.006610364971860918,0.9835122008650133,0.005042920375729466
54,8.132729756956299e-05,7.294663737411611e-05,0.0,4.190329576658769e-07,0.006742315953195496,0.9828473979626798,0.0051324750120575365
55,8.061009430093691e-05,7.291899601113982e-05,0.0,3.845549135424638e-07,0.006761453454548101,0.9827498873110381,0.005143391522201332
56,7.889730234940846e-05,7.100724724296015e-05,0.0,3.9450274395373225e-07,0.006690538529788831,0.9831098322382845,0.005085724162625837
57,8.257712882671815e-05,7.455426263428915e-05,0.0,4.0114332477969583e-07,0.006550732579436969,0.9838083334192864,0.004980214812734106
58,7.824384010746144e-05,7.069583565074329e-05,0.0,3.7740015557119477e-07,0.006624872710299409,0.9834397500503838,0.0050277191776413105
59,7.727553020231426e-05,6.926471966532215e-05,0.0,4.005405097965801e-07,0.0067056729641876145,0.9830333324907873,0.00508261196785145
60,7.767218873292829e-05,6.915062052333572e-05,0.0,4.2607845311219233e-07,0.006573525023556474,0.9836954636971471,0.004981818902599919
61,7.76100253763919e-05,6.938804775321235e-05,0.0,4.1109893326544505e-07,0.0065720491032542315,0.9837027844252362,0.004977433531133978
62,7.67680551992574e-05,6.936644664771545e-05,0.0,3.700804522092464e-07,0.006615400147159588,0.9834870734847744,0.005004672719551636
63,7.690030543017201e-05,6.945940670751345e-05,0.0,3.7204487076299603e-07,0.006611432612585289,0.983506874542663,0.00499594157880491
64,7.581697961237903e-05,6.807357082531477e-05,0.0,3.8717044030060305e-07,0.0066605273540587765,0.9832610179539085,0.005028590962693498
65,7.531594989510874e-05,6.650433230485457e-05,0.0,4.405809429878597e-07,0.0066059055672967,0.9835344389612446,0.004992397518845292
66,7.442909797343115e-05,6.728822336299345e-05,0.0,3.570437930496458e-07,0.006534015433321945,0.9838908686392086,0.0049348105718423655
67,7.353811694580752e-05,6.660605019230086e-05,0.0,3.466033907291906e-07,0.006556111329611126,0.983781732826699,0.004941359028085932
68,7.27364143434291e-05,6.499858136521652e-05,0.0,3.8689155701376876e-07,0.00648864670401513,0.9841137984769912,0.004894798403387671
69,7.26639215523998e-05,6.465567821578588e-05,0.0,4.0041214788288926e-07,0.006561862885356244,0.9837532643704525,0.00494213778156418
70,7.196685813444977e-05,6.451382068917155e-05,0.0,3.7265181163093075e-07,0.006497580782224596,0.9840700216210354,0.004889815508782327
71,7.44129696007197e-05,6.643162002243723e-05,0.0,3.990674504924148e-07,0.006443833124104905,0.9843324755536295,0.004851928031122363
72,7.034548010172632e-05,6.362607382470742e-05,0.0,3.3597034606221615e-07,0.00641537328256127,0.984470564353809,0.0048308216773711886
73,6.901258711877745e-05,6.270793467895903e-05,0.0,3.152325973587722e-07,0.006532529203794966,0.9838981961835078,0.0049094086563265
74,7.121641101548448e-05,6.463269528467208e-05,0.0,3.291857619084719e-07,0.006458951416487095,0.9842588721332837,0.00485661290250383
75,6.839720663265325e-05,6.15276834044683e-05,0.0,3.4347610267104756e-07,0.00653230841044618,0.9838992846167913,0.004896766833356909
76,6.923819213019063e-05,6.258720471426689e-05,0.0,3.3254934332186775e-07,0.006501255369753926,0.9840519987125517,0.004875778614937722
77,6.754540057348397e-05,6.112664171572153e-05,0.0,3.209379476250736e-07,0.006437390113989412,0.9843637909368762,0.004832767419986897
78,6.784297935761667e-05,6.121979640738573e-05,0.0,3.3115909066812793e-07,0.0064107577186946095,0.9844929017345678,0.004805049917719385
79,6.710419135439831e-05,6.07200787878052e-05,0.0,3.1920560653967794e-07,0.006367339194222284,0.9847022421342829,0.004783107353760315
80,6.605427915928885e-05,6.0006202450798206e-05,0.0,3.0240381931889715e-07,0.006355304083151412,0.9847600170424954,0.004772770243722039
81,6.679728054829563e-05,6.086042048991658e-05,0.0,2.968429602863883e-07,0.006371383155607341,0.984682804442877,0.004776436332109812
82,6.610013224417344e-05,5.97998756954136e-05,0.0,3.150128643862142e-07,0.0062683456151566945,0.9851742156413896,0.004714928768776558
83,6.531447797897272e-05,5.896456908279409e-05,0.0,3.1749537280726753e-07,0.006442070366502673,0.9843410463125969,0.0048174612425469065
84,6.688044231850654e-05,6.044590979096635e-05,0.0,3.217266405878642e-07,0.006392716483163865,0.9845800594660712,0.0047905682711987885
85,6.552578148936543e-05,5.9042185360643394e-05,0.0,3.2417971359185077e-07,0.006295144985107501,0.9850471738192381,0.0047191611012896975
86,6.361142974734928e-05,5.761990541941486e-05,0.0,2.995761860802304e-07,0.0062232645533044275,0.9853866987300235,0.004679002606116973
87,6.447377018048428e-05,5.8273773295998886e-05,0.0,3.0999990485724993e-07,0.006459470186691385,0.984256343439218,0.00482216182055774
88,6.471265199555394e-05,5.733065275611201e-05,0.0,3.690999174447522e-07,0.00637127193019702,0.9846833392236142,0.004769769606289563
89,6.350101405890503e-05,5.6719018175499514e-05,0.0,3.3909984153979167e-07,0.006249814255924228,0.9852617461757425,0.004686353174415794
90,6.440698234655429e-05,5.8358574581992194e-05,0.0,3.024204175972045e-07,0.006284565153614261,0.9850973920254796,0.00470301226989643
91,6.420456096141909e-05,5.7520302410315104e-05,0.0,3.34212913344345e-07,0.006401458958196478,0.98453785498998,0.004785518120001028
92,6.416053535455528e-05,5.7649627099939e-05,0.0,3.255453909408364e-07,0.006124571635943697,0.9858465195772628,0.004596247866347029
93,6.34439481170072e-05,5.608151150227059e-05,0.0,3.681218364211721e-07,0.006237644330944021,0.9853190882994219,0.004666521474047824
94,6.235228102013934e-05,5.6052930934432275e-05,0.0,3.1496749860101164e-07,0.006213329712257709,0.9854333189372979,0.00465780644266455
95,6.11049727012869e-05,5.4876984601529934e-05,0.0,3.1139940640893354e-07,0.006260978776799353,0.9852090430054148,0.004680401838577546
96,6.229591842081088e-05,5.6575093670592956e-05,0.0,2.8604129435431486e-07,0.006176107670235976,0.98560732468388,0.004623194267083933
97,6.17479551389503e-05,5.564861021412071e-05,0.0,3.0496732961182715e-07,0.006193899530779532,0.9855242816648953,0.004633646290581506
98,6.144135901801444e-05,5.506119911539523e-05,0.0,3.190080425004756e-07,0.006107427297781714,0.9859256475373758,0.004586782138626855
99,6.284632763708942e-05,5.475232865137514e-05,0.0,4.046999322326883e-07,0.006113060384996513,0.9858996730596424,0.004581802868628287
100,6.207538353919517e-05,5.4095112015299186e-05,0.0,3.9901350135096436e-07,0.006050132369826002,0.9861884772126221,0.004538610443338618
101,6.248843116433515e-05,5.4011280856987774e-05,0.0,4.2385749547217227e-07,0.006257459659415286,0.9852256654817142,0.004671261251509727
102,6.438085983972996e-05,5.421461416214394e-05,0.0,5.083122781949593e-07,0.006119829383904639,0.9858684291540099,0.004581241860046043
103,6.128093142857931e-05,5.38707354280632e-05,0.0,3.705098142366599e-07,0.005966720322142143,0.9865666857528611,0.004485638828964921
104,5.789354387767768e-05,5.16445118895111e-05,0.0,3.1245159467137756e-07,0.006087957500077579,0.9860152394397163,0.004562440621960271
105,5.991472729268329e-05,5.296788064394301e-05,0.0,3.473423409635264e-07,0.00619698996060669,0.9855098328182543,0.004628414237821424
106,5.9288554742427856e-05,5.261830362239076e-05,0.0,3.335125858446493e-07,0.00601964050535345,0.9863273428812609,0.004515062984045561
107,5.759691399968384e-05,5.194212341545305e-05,0.0,2.827395775284458e-07,0.00601509732125476,0.9863479733350298,0.004510811857275061
108,5.813116755840989e-05,5.1675461994212433e-05,0.0,3.227852734729216e-07,0.006033762704519114,0.9862631149656713,0.004519047635095613
109,6.027150144897556e-05,5.3123364220179305e-05,0.0,3.5740690880932863e-07,0.006039054475506307,0.9862390091697194,0.004520957802867031
110,5.817793862661347e-05,5.047700263579221e-05,0.0,3.8504676543501165e-07,0.006115309437918312,0.9858892958629034,0.004570229499189703
111,5.771969699708279e-05,5.014293249890519e-05,0.0,3.788382324880028e-07,0.005995226146320779,0.9864380246506054,0.004496410757571728
112,5.9052914366475306e-05,5.1144714234396815e-05,0.0,3.9540994123399287e-07,0.005850558355383388,0.9870846422019788,0.0044111706115104055
113,5.746072990101917e-05,5.095201716661298e-05,0.0,3.2543563340444354e-07,0.006005405841332539,0.986391929982164,0.0044970488226091536
114,5.8181014537694864e-05,5.1527510853096224e-05,0.0,3.3267514728170983e-07,0.005890657017487991,0.9869069964821244,0.00442803375892811
115,5.7745835874811746e-05,5.052124470239505e-05,0.0,3.612295387256381e-07,0.00580284659373485,0.9872944347711456,0.004376800747605058
116,5.9493938048641816e-05,5.005564101641843e-05,0.0,4.719148118207765e-07,0.005838576492507744,0.987137488981296,0.004396424100205705
117,5.766842332377564e-05,5.051041201416714e-05,0.0,3.579005370587159e-07,0.00603712768938386,0.9862477887747024,0.004517366623019313
118,5.5413799297336176e-05,4.914397868560627e-05,0.0,3.134910192178116e-07,0.005865267857986445,0.9870196168488343,0.004408672586217657
119,5.6015180234680884e-05,4.832522002592062e-05,0.0,3.8449799433237786e-07,0.005922542716565944,0.986764869903623,0.004439101697088362
120,5.530702643833744e-05,4.959580777115965e-05,0.0,2.855609485171347e-07,0.00584566882776942,0.9871062208638332,0.004395997202074206
121,5.582541355882616e-05,5.053632533721005e-05,0.0,2.6445437602736394e-07,0.005784033080251519,0.9873766871026203,0.004359766303955972
122,5.570285672244305e-05,4.9887255348342784e-05,0.0,2.9078006965240394e-07,0.0059361791478768034,0.9867038529636942,0.004446704242680524
123,5.462865313650885e-05,4.904952099119934e-05,0.0,2.789566172130738e-07,0.0058545850270687394,0.9870668579841197,0.004398844934798576
124,5.357862937671598e-05,4.767128484672867e-05,0.0,2.953672767110523e-07,0.005787897562711996,0.9873598134550658,0.004356682837546409
125,5.447564763016999e-05,4.7863827906743005e-05,0.0,3.3059099280308146e-07,0.005812759911093507,0.9872509864788024,0.004363882649052251
126,5.2007731331589944e-05,4.670918375874559e-05,0.0,2.6492742222217203e-07,0.005793284409568018,0.9873362738416782,0.0043600798995645194
127,5.2703763382548154e-05,4.787769830727484e-05,0.0,2.4130326418495923e-07,0.005858529253114698,0.9870494260334488,0.004394112540794922
128,5.1979709193498515e-05,4.667760913434904e-05,0.0,2.651050010626932e-07,0.005666929676911855,0.9878826554283203,0.004277814078975368
129,5.143325082220448e-05,4.661718836966126e-05,0.0,2.408031226271608e-07,0.0057775278955944755,0.9874050655031553,0.004346630057773074
130,5.075987185894822e-05,4.5574810428661294e-05,0.0,2.5925306583000446e-07,0.005801257685722792,0.9873013917741186,0.00435604275883855
131,5.1586656506212116e-05,4.662379857715374e-05,0.0,2.4814290829529756e-07,0.0056474846566305845,0.9879656696097916,0.004267499522045926
132,5.2285886946871564e-05,4.557947007318338e-05,0.0,3.3532087921154624e-07,0.00569392554977258,0.9877669322878887,0.004292447153512422
133,5.0505749337996043e-05,4.5700240055642403e-05,0.0,2.40275433327497e-07,0.005729001814354888,0.987615749425532,0.004312326242257883
134,5.090899867354892e-05,4.5747525897847176e-05,0.0,2.5807366910157725e-07,0.005661574085743095,0.9879055478523202,0.004273323459668203
135,5.03246410517022e-05,4.486094682458012e-05,0.0,2.7318471040871373e-07,0.005702778721804823,0.9877288616640354,0.004294370879998078
136,5.190645363957932e-05,4.6699962695129216e-05,0.0,2.6032458559181276e-07,0.005706872153530557,0.9877112389936651,0.004295520014591045
137,5.0855500982531034e-05,4.5823671219598815e-05,0.0,2.515914990415998e-07,0.0055895842933230775,0.9882111665850222,0.004228236841725874
138,5.039216982064924e-05,4.5636303790767364e-05,0.0,2.3779330859952097e-07,0.005768819422720306,0.9874430055996894,0.004328620460656312
139,4.9810410322000585e-05,4.496407200349495e-05,0.0,2.423169007670367e-07,0.005556415765737312,0.9883506610722785,0.0042068037363859985
140,5.077236831615058e-05,4.4440399506129324e-05,0.0,3.1659846418582066e-07,0.005511089985100053,0.9885399420017839,0.004179905932228845
141,5.037617787214307e-05,4.374661511974409e-05,0.0,3.31478159883621e-07,0.0056703198621336414,0.9878681529260118,0.004269644081055581
142,5.2642431910499e-05,4.476288328684556e-05,0.0,3.9397746339394263e-07,0.005571429614197889,0.9882876212584792,0.004209577634527876
143,5.5701434879059285e-05,4.5086656124719106e-05,0.0,5.307389869813051e-07,0.00549114373680751,0.9886227464940278,0.004164550755475019
144,5.088942270958796e-05,4.38230545114493e-05,0.0,3.533183843273946e-07,0.005597555726307561,0.9881775179629602,0.0042232089751475565
145,4.894169069302734e-05,4.377853050148891e-05,0.0,2.581579868395541e-07,0.00551333976075469,0.9885305834820997,0.004171000273378046
146,5.130451730413673e-05,4.439727248003086e-05,1.6962776669404711e-12,3.4536216967732497e-07,0.0055711099781406105,0.9882889651114695,0.0042080953046008274
147,5.1517525813930355e-05,4.387839180708397e-05,7.770560815171615e-12,3.819564113882734e-07,0.005452820374319044,0.9887809988113816,0.004137745043178936
148,5.036919113384405e-05,4.355184197872101e-05,8.848961060431426e-13,3.4086742791335684e-07,0.005404110789228676,0.9889805403541132,0.004108077770954854
149,5.373377037661461e-05,4.2325855853656925e-05,1.2335784132097688e-11,5.703952936642054e-07,0.005586996546378133,0.9882220795454228,0.004216345715093183
150,6.375103657774162e-05,4.260032801539637e-05,4.2153731555165906e-11,1.0575339786100812e-06,0.0053904043180185044,0.9890363668806967,0.004098065130345456
151,6.014194696035702e-05,4.348849749173193e-05,2.2922426579837876e-10,8.326645115630527e-07,0.00546629988747975,0.9887254629301659,0.004143360498789194
152,5.1660033932421356e-05,4.272818478057161e-05,9.715259268368766e-11,4.4658905077691696e-07,0.005465543199088586,0.9887285841350052,0.004140368721506617
153,5.051252325453485e-05,4.1968066094947666e-05,1.0277239144975177e-10,4.2721922473750357e-07,0.005294124159936305,0.9894245207919249,0.0040390000150010395
154,4.878292869155606e-05,4.202367078202466e-05,2.8264230076772517e-10,3.379530421436054e-07,0.005448792778349002,0.9887975659869858,0.004130423471734331
155,4.716611389691631e-05,4.144089022399081e-05,5.023736750671878e-10,2.862435550810005e-07,0.005363753067504602,0.9891445117177586,0.00407797863354554
156,4.619642762312045e-05,4.12002882512752e-05,1.0716996225642224e-09,2.4976953009551533e-07,0.005257233164808907,0.9895713933003618,0.004012302638174177
157,4.989799951241972e-05,4.189945805895453e-05,1.7316230764100975e-09,3.9986651027372017e-07,0.005403627396088001,0.9889825116286406,0.004099480069435395
158,5.4869709250245556e-05,4.2128251152462326e-05,2.542967817801648e-09,6.369838890426157e-07,0.00537358225716776,0.9891046894450114,0.0040826405490840875
159,5.293911090120673e-05,4.179817248465648e-05,5.0629252087060666e-09,5.568697408383135e-07,0.005223863628451122,0.989703361324791,0.003991328112713926
160,4.900190106127411e-05,4.046078962952985e-05,5.6289724918260715e-09,4.2685854140245283e-07,0.005408606184355055,0.9889621997128281,0.004099065790305266
161,5.178170188931593e-05,4.099393542370914e-05,8.45863993662969e-09,5.390922292273596e-07,0.005233452232466285,0.9896655268751573,0.003993813250515912
162,4.480766559330126e-05,4.0051490335220784e-05,1.0671152628205505e-08,2.3743525427259252e-07,0.005319695875172678,0.9893221105504464,0.004046901523529946
163,4.472280791863644e-05,4.007315268002761e-05,1.3074641073510898e-08,2.3202518188251511e-07,0.00525263055176315,0.9895896454222213,0.0040051300783415095
164,4.936672848998569e-05,4.086532377793143e-05,1.4420586206635258e-08,4.245655370975025e-07,0.005235573305232266,0.9896571482330873,0.003992485301988619
165,4.53865456317241e-05,3.9269531043828465e-05,1.6654329471066376e-08,3.052678039239254e-07,0.005230830403907329,0.9896758789061167,0.003988627243686367
166,6.152507921797223e-05,4.032741162518505e-05,2.131490376792537e-08,1.0591373325041786e-06,0.005260384138275018,0.9895588885818049,0.004005103095157727
167,5.151664845470805e-05,3.9571140102149606e-05,2.1442400743865164e-08,5.965249319691187e-07,0.005100706612227384,0.9901831422226316,0.003907114133104548
168,5.083168737958962e-05,4.059642318073505e-05,2.9559383089387364e-08,5.10728627981886e-07,0.005415513324098157,0.9889339897423081,0.0041127843899769825
169,4.7057619667612016e-05,3.922000845098713e-05,2.6530828497091836e-08,3.9095196768812457e-07,0.005157771202762117,0.9899622596560603,0.003941055487942051
170,8.046088805713225e-05,3.897659492698343e-05,3.236263346195756e-08,2.073082010648856e-06,0.005142852701810993,0.9900202426355305,0.003932752856263169
171,5.394608888309449e-05,3.877073807719474e-05,4.0241863767202325e-08,7.573590797467963e-07,0.005209951941744833,0.9897581303177468,0.003973185613348677
172,6.493115021536748e-05,3.799708247242961e-05,4.7554565026549277e-08,1.3450390857390933e-06,0.005211616794294205,0.9897515836442198,0.0039732001117757845
173,4.588264043074256e-05,3.9341800705490947e-05,3.7078827119785274e-08,3.257442173776326e-07,0.005157963202930695,0.9899615123240699,0.0039397478103637695
174,6.096269620077995e-05,3.846190641828192e-05,3.93090872445138e-08,1.1236636983843102e-06,0.005110674693850042,0.990144735443298,0.003909196805309605
175,5.394273891094296e-05,3.887612668525738e-05,3.5368427298010374e-08,7.520926838348411e-07,0.005131880895228097,0.9900627790152657,0.003921224727286949
176,0.00022553164308192208,3.831916122483866e-05,7.819136234784214e-08,9.357887260345402e-06,0.005112119857860454,0.9901391610374899,0.003916619731499268
177,0.0006523353513330221,3.88074452833583e-05,1.6268589519743046e-07,3.067070095615539e-05,0.005180401695973077,0.9898739822382194,0.003954054670290904
178,0.00015743275313676955,3.876535568754965e-05,1.5948559052107274e-08,5.932811556400945e-06,0.0051123473631059626,0.9901382833419075,0.003909188347893792
179,9.834916575831205e-05,3.82246380468132e-05,5.7749188764333326e-09,3.0060242484826936e-06,0.005159481585606596,0.9899556012662895,0.003936718176077078
180,5.3524228860624135e-05,3.83357012954851e-05,9.232507869327833e-09,7.591032821589275e-07,0.0051748091021987,0.9898958338778718,0.003946569186073166
181,5.54491562070325e-05,3.7545796658378094e-05,1.8837878516346034e-08,8.945086165113025e-07,0.005198884606881245,0.9898015970558506,0.003962380526302097
182,0.00012873727367453588,3.810648437744627e-05,3.1173951568301085e-08,4.530448298586028e-06,0.0051602669047795076,0.9899525433392122,0.003937275828541936
183,7.300355537154246e-05,3.718839252542239e-05,3.071735577009349e-08,1.7896829310378355e-06,0.00501295163630915,0.9905180242472988,0.003843770773561151
184,5.8976419798758194e-05,3.6910139897372574e-05,5.965484728420734e-08,1.1012261325049622e-06,0.005025682263425533,0.9904698032459114,0.003850845871744929
185,4.99364602243683e-05,3.69524247313772e-05,7.522176185640698e-08,6.465690394937459e-07,0.005060430150838452,0.9903375628864737,0.0038747147128388687
186,5.293051253829617e-05,3.695091011953385e-05,1.0236219457245473e-07,7.953974450932341e-07,0.005054959011709815,0.9903584448900424,0.0038729151626964945
187,7.30271743426177e-05,3.610712792578852e-05,1.0488808458812097e-07,1.8423312819019582e-06,0.0050305035384147255,0.9904515093163361,0.0038544648402446023
188,0.00024036428900823617,3.6327285973432787e-05,1.4673836249793718e-07,1.0196714280633993e-05,0.004822780493467663,0.9912237941270338,0.00372283187535432
189,0.00018517330803054696,3.6716328395414166e-05,1.0424798150647045e-07,7.419200187541719e-06,0.004986771475139595,0.9906168049477936,0.0038253493137187784
190,9.813587773048009e-05,3.665548865683377e-05,4.552290796174437e-08,3.07242602085959e-06,0.0051965860626173276,0.9898106129507421,0.003959937675579174
191,0.00018314212017382184,3.758717866730876e-05,6.540569508217686e-08,7.275457733157964e-06,0.004975770751181397,0.9906581575889977,0.0038198247417673336
192,5.6446877958175414e-05,3.6463378516297475e-05,3.693682989099519e-08,9.978821916926488e-07,0.00505223082017041,0.9903688492912657,0.0038706558244722385
193,0.00015022431519658616,3.5710179872694425e-05,6.362514863115602e-08,5.723480019999745e-06,0.004926826981461958,0.9908410342841025,0.0037838553523158167
194,0.0001379902387270704,3.665604829924026e-05,1.0237165160020822e-07,5.063126612488607e-06,0.004936046630013058,0.990806723578837,0.003790383269120981
195,5.417549740135049e-05,3.663553494940667e-05,1.4608407994387562e-07,8.718851631783764e-07,0.004988944796268121,0.9906086244486846,0.0038254777858923146
196,7.069310474131878e-05,3.604156518122181e-05,1.410105282910005e-07,1.7276415746891871e-06,0.004922767528600739,0.9908561211025979,0.003781216638582247
197,7.134684346965514e-05,3.602931913822734e-05,1.353402581116825e-07,1.761139439319474e-06,0.004923571349742317,0.9908531347160939,0.0037811493819898314
198,6.63355209932585e-05,3.6741942191535294e-05,1.3809390608798822e-07,1.4748456464985793e-06,0.004914049486158208,0.9908884793791742,0.0037732027672432566
199,5.095299153860348e-05,3.638145911584919e-05,1.0942050702548538e-07,7.247468734779735e-07,0.005042593903439054,0.9904055562750702,0.0038672160726409776
200,7.401917112777785e-05,3.479274679799952e-05,1.151568641925375e-07,1.9572907869284486e-06,0.004965658430052794,0.9906960900907776,0.0038060355293858157
201,0.00022296329795305306,3.497124331867477e-05,1.2804257343290715e-07,9.395121120784703e-06,0.004863738560999893,0.9910740950902626,0.0037426705564464536
202,0.001075176221396153,3.4885324263692986e-05,2.7575330447532354e-07,5.200489431445021e-05,0.004742349503037492,0.9915140801360064,0.003660659800778638
